key,files,functions,lines,addLines,deleteLines,pos,time,rf,ibf,isComponent,distance,isInducing
138171@17f57d3764cf,0.18622354335432037,0.25680277473350704,0.44007834927114825,0.43583978369835813,0.35103821740898794,0.25,0.2,1.0,0.37163715298554556,1,0.5,true
138171@374521ee14c3,0.14757866648400914,0.22127518092241938,0.21877562346293092,0.18860286079352642,0.16611034200301233,0.125,0.05,1.0,0.013117246229326307,1,0.024390243902439025,false
138171@319a0d15703c,0.2406904381611693,0.3068761058335884,0.3267957318127908,0.3283301777577659,0.19154912310262534,0.125,0.08333333333333333,1.0,0.013117246229326307,1,0.05,false
138171@14a6eac32a20,0.09311177167716018,0.17120184982233802,0.10493024377525248,0.10903690639667499,0.0,0.25,0.043478260869565216,1.0,0.7674432176298361,1,0.029411764705882353,false
138171@66165173b346,0.18622354335432037,0.25680277473350704,0.2976044869649945,0.29208544822143023,0.19154912310262534,0.125,0.09090909090909091,1.0,0.013117246229326307,1,0.08333333333333333,false
138171@3c1c536e93ee,0.26139779051937945,0.3259131027932227,0.42486424028243186,0.4088799969896897,0.36292833194710145,0.125,0.04,1.0,0.013117246229326307,1,0.08333333333333333,false
138171@6f1dfd776148,0.18622354335432037,0.25680277473350704,0.35369188714294447,0.3385297927013012,0.2816933974959036,0.25,0.047619047619047616,1.0,0.013117246229326307,1,0.5,false
138171@3951dea95d6a,0.09311177167716018,0.17120184982233802,0.3712859928755263,0.35565450718774927,0.30228935110463356,0.125,0.125,1.0,0.013117246229326307,1,0.043478260869565216,false
138171@614124ae3f56,0.09311177167716018,0.17120184982233802,0.10493024377525248,0.10903690639667499,0.0,0.125,0.041666666666666664,1.0,0.013117246229326307,1,0.07142857142857142,false
138171@34dbb0c41b3e,0.32211380700730474,0.38173147113346423,0.4072107314472553,0.41514220225531473,0.24691923710362948,0.125,0.16666666666666666,1.0,0.013117246229326307,1,0.034482758620689655,false
138171@d842c4f11396,1.0,0.9964930869667594,0.962336948496296,1.0,0.0,0.125,0.3333333333333333,1.0,0.0,1,0.14285714285714285,false
138171@15ce12c6d44d,0.14757866648400914,0.22127518092241938,0.6499388368216532,0.6200903055219064,0.6313565716596176,0.3333333333333333,0.0625,1.0,1.0,1,0.5,false
138171@1cd7b3c66149,0.4089764570033886,0.4615873588044731,0.4883631417876126,0.49586697690741416,0.35765946510563773,0.125,0.1,1.0,0.013117246229326307,1,0.022727272727272728,false
138171@b508e08b7057,0.09311177167716018,0.17120184982233802,0.1573953656628787,0.15305264792931988,0.05537011400100411,0.125,0.07692307692307693,1.0,0.013117246229326307,1,0.05263157894736842,false
138171@9f791a0f70cb,0.6186212205981917,0.6530799831559649,0.5012826686894221,0.5044410073389141,0.3964428921499411,0.3333333333333333,0.038461538461538464,1.0,1.0,1,1.0,false
138171@1e5567686b5b,0.14757866648400914,0.22127518092241938,0.3171198742089925,0.31519078896454805,0.19849978235425522,0.125,0.14285714285714285,1.0,0.013117246229326307,1,0.022222222222222223,false
138171@820ea406da92,0.26139779051937945,0.3259131027932227,0.5069997538059176,0.4750871864137028,0.47699746615423144,0.125,0.05263157894736842,1.0,0.013117246229326307,1,0.045454545454545456,false
138171@fd8aebb98542,0.2406904381611693,0.3068761058335884,0.33715476363760205,0.29940733600439423,0.2985732304288607,0.125,0.05555555555555555,1.0,0.013117246229326307,1,0.04,false
138171@d5c2eadfa5e8,0.14757866648400914,0.22127518092241938,0.5473993318949233,0.5109941051140808,0.5256758585335185,0.25,0.058823529411764705,1.0,0.013117246229326307,1,1.0,false
138171@71c23eac9f05,0.09311177167716018,0.17120184982233802,0.2623256094381312,0.2675160852860454,0.08775955435224699,0.25,0.06666666666666667,1.0,0.7674432176298361,1,0.0625,false
138171@2ed4c9f470df,0.36377750510594475,0.40236198736207207,0.5309595137665177,0.5371021190362076,0.41914376800442493,0.125,0.25,1.0,0.013117246229326307,1,0.037037037037037035,false
138171@d0c77dcb7074,0.09311177167716018,0.17120184982233802,0.19975334005520587,0.20757110112765736,0.0,0.125,0.07142857142857142,1.0,0.013117246229326307,1,0.2,false
138171@11a0bc2918fa,0.18622354335432037,0.25680277473350704,0.5573832372932523,0.5225573295033863,0.5350723138858376,0.3333333333333333,0.045454545454545456,1.0,1.0,1,0.5,false
138171@ac764de72cd4,0.32211380700730474,0.38173147113346423,0.5515522097539658,0.5384524269138911,0.4998761842204232,0.125,0.5,1.0,0.013117246229326307,1,0.058823529411764705,false
138171@d485f9bcc4df,0.45233521723030196,0.5014485912949704,0.5010810942129863,0.5182421423145812,0.25386989635525936,0.125,0.1111111111111111,1.0,0.0,1,0.02702702702702703,false
138171@e3ad8bbd021d,0.9194770085589539,0.9483570634392068,0.9371387646270999,0.5403537602196209,0.9887049113518481,0.125,1.0,1.0,0.013117246229326307,1,0.25,false
